timestamp,flight_id,aircraft_reg,altitude_ft,airspeed_kts,vertical_speed_fpm,pitch_deg,roll_deg,heading_deg,engine1_n1_pct,engine2_n1_pct,engine1_egt_c,engine2_egt_c,flap_position,gear_position,groundspeed_kts,latitude,longitude,phase
2022-01-13 06:00:00,FDM6522,G-ABCD,37000,448,10,0.9,0.4,200,76.0,76.2,614,612,0,0,448,52.8000,-2.5000,CRUISE
2022-01-13 06:30:00,FDM6522,G-ABCD,37000,445,-20,1.0,0.6,202,75.8,76.0,613,611,0,0,445,53.5000,-3.2000,CRUISE
2022-01-13 07:00:00,FDM6522,G-ABCD,30000,400,-800,1.5,1.1,205,74.2,74.4,605,603,0,0,400,54.0000,-3.8000,DESCENT
2022-01-13 07:15:00,FDM6522,G-ABCD,20000,360,-1200,2.1,1.5,208,72.1,72.3,595,593,0,0,360,54.3000,-4.1000,DESCENT
2022-01-13 07:25:00,FDM6522,G-ABCD,12000,300,-1500,3.2,2.1,210,70.4,70.6,582,580,5,0,300,54.5000,-4.3000,DESCENT
2022-01-13 07:32:00,FDM6522,G-ABCD,6000,260,-1200,4.1,2.8,212,68.2,68.4,570,568,10,0,260,54.6500,-4.4500,APPROACH
2022-01-13 07:36:00,FDM6522,G-ABCD,3000,220,-900,5.2,3.1,213,65.1,65.3,555,553,20,0,220,54.7200,-4.5200,APPROACH
2022-01-13 07:38:00,FDM6522,G-ABCD,2000,185,-700,6.1,2.4,214,62.3,62.5,542,540,30,1,185,54.7500,-4.5600,APPROACH
2022-01-13 07:39:30,FDM6522,G-ABCD,1200,168,-600,6.8,1.8,214,60.1,60.3,532,530,35,1,168,54.7700,-4.5900,FINAL_APPROACH
2022-01-13 07:40:00,FDM6522,G-ABCD,800,158,-550,7.2,1.5,214,58.4,58.6,524,522,40,1,158,54.7800,-4.6100,FINAL_APPROACH
2022-01-13 07:40:30,FDM6522,G-ABCD,400,148,-500,7.8,1.2,215,56.2,56.4,515,513,40,1,148,54.7850,-4.6200,FINAL_APPROACH
2022-01-13 07:41:00,FDM6522,G-ABCD,100,138,-400,8.1,0.8,215,52.1,52.3,502,500,40,1,138,54.7900,-4.6280,LANDING_FLARE
2022-01-13 07:41:15,FDM6522,G-ABCD,50,132,-300,7.5,0.5,215,48.2,48.4,488,486,40,1,132,54.7910,-4.6295,LANDING_FLARE
2022-01-13 07:41:25,FDM6522,G-ABCD,0,128,0,2.1,0.2,215,38.1,38.3,462,460,40,1,128,54.7915,-4.6300,TOUCHDOWN
2022-01-13 07:41:35,FDM6522,G-ABCD,0,100,0,1.2,0.1,215,28.4,28.6,442,440,40,1,100,54.7915,-0.4300,LANDING_ROLL
2022-01-13 07:41:50,FDM6522,G-ABCD,0,60,0,0.8,0.1,215,22.1,22.3,420,418,40,1,60,54.7915,-4.6300,LANDING_ROLL
2022-01-13 07:42:00,FDM6522,G-ABCD,0,30,0,0.5,0.1,215,20.1,20.3,415,413,30,1,30,54.7915,-4.6300,LANDING_ROLL
2022-01-13 07:42:15,FDM6522,G-ABCD,0,10,0,0.3,0.0,215,18.2,18.4,411,409,0,1,10,54.7916,-4.6301,TAXI
2022-01-13 07:42:30,FDM6522,G-ABCD,0,5,0,0.2,0.0,215,15.1,15.3,408,406,0,1,5,54.7916,-4.6301,TAXI
2022-01-13 07:43:00,FDM6522,G-ABCD,0,0,0,0.1,0.0,215,12.0,12.2,405,403,0,1,0,54.7916,-4.6302,POST_FLIGHT
